Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City_Customer,Zip,State_Customer,Country_Customer,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,Theater_Key,Theater_Name,Theater_ParentGroup,Country_theater,State_theater,City_theater,ZipCode,PromoCode_Key,PromoCode,Overall_Profit
83,83,61,3,2,5.0,45,5,0.0,5,5.0,83,Allistair Cannon,943-2612 Massa. Rd.,Goulburn,26493,New South Wales,US,61,2019-03-02,2019,3,2,9,1,7,March,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
84,84,6,3,2,5.0,45,5,0.0,5,5.0,84,Wanda Phillips,861 Feugiat Ave,Mauá,57007,São Paulo,US,6,2019-01-06,2019,1,6,2,1,1,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
85,85,165,3,3,5.0,45,5,40.0,5,5.0,85,Axel Conner,3482 Nunc St.,Macerata,25237,Marche,US,165,2019-06-14,2019,6,14,24,2,6,June,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,5.0,IJO12KKK5HL,40.0
86,86,166,3,2,5.0,45,5,0.0,5,5.0,86,Naida Bell,"699-6114 Amet, Rd.",Coronel,29206,Biobío,US,166,2019-06-15,2019,6,15,24,2,7,June,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
87,87,16,3,1,5.0,45,5,0.0,5,5.0,87,Davis Alford,Ap #913-7452 Sagittis St.,New Westminster,36639,British Columbia,US,16,2019-01-16,2019,1,16,3,1,4,January,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
88,88,219,3,1,5.0,45,5,0.0,5,5.0,88,Erich Avila,"P.O. Box 834, 6722 Tellus Rd.",Beausejour,15236,MB,US,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
89,89,89,3,1,5.0,45,5,0.0,5,5.0,89,Jessica Fitzpatrick,2076 Dolor. Road,Alkmaar,55259,Noord Holland,US,89,2019-03-30,2019,3,30,13,1,7,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
90,90,104,3,1,5.0,45,5,0.0,5,5.0,90,Nehru Whitney,555-6334 Tempus Avenue,Bama,31487,BO,US,104,2019-04-14,2019,4,14,16,2,1,April,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
91,91,254,3,3,5.0,45,5,0.0,5,5.0,91,Leah Murphy,1768 Quam. St.,Konin,88766,Wielkopolskie,US,254,2019-09-11,2019,9,11,37,3,4,September,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,5.0,IJO12KKK5HL,0.0
92,92,317,3,3,5.0,45,5,0.0,5,5.0,92,Cleo Joyce,791 Varius Rd.,Waiuku,78232,North Island,US,317,2019-11-13,2019,11,13,46,4,4,November,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,5.0,IJO12KKK5HL,0.0
93,93,185,3,2,5.0,45,5,0.0,5,5.0,93,Michael Cotton,854-1428 Cras St.,Montrose,52038,AN,US,185,2019-07-04,2019,7,4,27,3,5,July,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
94,94,289,3,3,5.0,45,5,0.0,5,5.0,94,Talon Ross,"P.O. Box 892, 6082 Nulla Road",Guadalupe,58589,SJ,US,289,2019-10-16,2019,10,16,42,4,4,October,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,5.0,IJO12KKK5HL,0.0
95,95,250,3,2,5.0,45,5,0.0,5,5.0,95,Nicholas Winters,"P.O. Box 264, 7418 Aliquam,  St.",Torrevieja,66003,CV,US,250,2019-09-07,2019,9,7,36,3,7,September,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
96,96,65,3,1,5.0,45,5,0.0,5,5.0,96,Tucker Trevino,461-3193 Sed St.,Palma de Mallorca,27877,Illes Balears,US,65,2019-03-06,2019,3,6,10,1,4,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
97,97,209,3,1,5.0,45,5,0.0,5,5.0,97,Skyler Cooley,"P.O. Box 173, 896 Nunc Ave",Dutse,29951,JI,US,209,2019-07-28,2019,7,28,31,3,1,July,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
98,98,213,3,3,5.0,45,5,40.0,5,5.0,98,Juliet Copeland,1400 Turpis. St.,Borriana,57967,PIE,US,213,2019-08-01,2019,8,1,31,3,5,August,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,5.0,IJO12KKK5HL,40.0
99,99,117,3,2,5.0,45,5,0.0,5,5.0,99,Vivian Mcfarland,Ap #387-7978 Duis Av.,Oss,93245,Noord Brabant,US,117,2019-04-27,2019,4,27,17,2,7,April,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,5.0,IJO12KKK5HL,0.0
100,100,264,3,1,5.0,45,5,0.0,5,5.0,100,Roanna Bauer,Ap #600-2418 Eleifend Rd.,Bendigo,50537,Victoria,US,264,2019-09-21,2019,9,21,38,3,7,September,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,5.0,IJO12KKK5HL,0.0
101,101,10,3,2,No Key,20,2,0.0,2,0.0,101,Lenore Jefferson,Ap #896-7881 Cum Road,Sint-Denijs,56974,West-Vlaanderen,US,10,2019-01-10,2019,1,10,2,1,5,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
102,102,215,3,2,No Key,20,2,0.0,2,0.0,102,Plato Hoover,964-7583 Eu Rd.,Bairnsdale,17291,Victoria,US,215,2019-08-03,2019,8,3,31,3,7,August,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
103,103,86,3,1,No Key,20,2,0.0,2,0.0,103,Lenore Lewis,Ap #129-9132 Integer St.,Papudo,13695,Valparaíso,US,86,2019-03-27,2019,3,27,13,1,4,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
104,104,101,3,3,No Key,20,2,0.0,2,0.0,104,Nigel Rosa,270-4667 Leo Road,Torun,86279,KP,US,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
105,105,247,3,1,No Key,20,2,0.0,2,0.0,105,Quentin Chase,Ap #685-5781 Orci Avenue,Saumur,14285,Pays de la Loire,US,247,2019-09-04,2019,9,4,36,3,4,September,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
106,106,290,3,2,No Key,20,2,0.0,2,0.0,106,Haley Bowen,784-6633 Mauris St.,Blenheim,48821,SI,US,290,2019-10-17,2019,10,17,42,4,5,October,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
107,107,72,3,1,No Key,20,2,0.0,2,0.0,107,Hall Myers,"P.O. Box 366, 8497 Non,  Ave",Oviedo,17234,AS,US,72,2019-03-13,2019,3,13,11,1,4,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
108,108,126,3,3,No Key,20,2,0.0,2,0.0,108,Wang Phillips,"P.O. Box 992, 5574 Donec St.",Stony Plain,18672,Alberta,US,126,2019-05-06,2019,5,6,19,2,2,May,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
109,109,95,3,3,No Key,20,2,0.0,2,0.0,109,Lester Sharp,576-7093 Convallis Street,Patos,97765,PB,US,95,2019-04-05,2019,4,5,14,2,6,April,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
110,110,94,3,1,No Key,20,2,0.0,2,0.0,110,Merritt Preston,"P.O. Box 562, 7291 Ut,  Street",Ödemis,91853,Izm,US,94,2019-04-04,2019,4,4,14,2,5,April,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
111,111,184,3,2,No Key,20,2,0.0,2,0.0,111,Uta Pickett,"P.O. Box 597, 3957 Aliquam Street",Fayetteville,24240,AR,US,184,2019-07-03,2019,7,3,27,3,4,July,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
112,112,316,3,3,No Key,20,2,0.0,2,0.0,112,Noble Mccullough,Ap #413-6063 Ac St.,Vienna,13297,Wie,US,316,2019-11-12,2019,11,12,46,4,3,November,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
113,113,70,3,3,No Key,20,2,0.0,2,0.0,113,Walker Kinney,Ap #653-3764 Auctor Street,Calvi Risorta,91779,CAM,US,70,2019-03-11,2019,3,11,11,1,2,March,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
114,114,40,3,2,No Key,20,2,0.0,2,0.0,114,Anjolie Barlow,205-9989 Eget Road,Cambridge,62799,Massachusetts,US,40,2019-02-09,2019,2,9,6,1,7,February,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
115,115,308,3,1,No Key,20,2,0.0,2,0.0,115,Barrett Curtis,"P.O. Box 320, 6409 Enim. Road",Bremen,13425,Bremen,US,308,2019-11-04,2019,11,4,45,4,2,November,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
116,116,140,3,1,No Key,20,2,0.0,2,0.0,116,Curran Chapman,"P.O. Box 883, 4671 Nisi Street",Newcastle,89186,NSW,US,140,2019-05-20,2019,5,20,21,2,2,May,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
117,117,95,3,3,No Key,20,2,0.0,2,0.0,117,Jerry Becker,"P.O. Box 111, 3262 Odio Rd.",Falun,83330,W,US,95,2019-04-05,2019,4,5,14,2,6,April,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
118,118,51,3,3,No Key,20,2,0.0,2,0.0,118,Berk Grant,"995-8697 Ut, St.",Carapicuíba,92667,São Paulo,US,51,2019-02-20,2019,2,20,8,1,4,February,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
119,119,291,3,3,No Key,20,2,0.0,2,0.0,119,Nicholas Lee,849-9300 Dis Ave,Onitsha,37243,AN,US,291,2019-10-18,2019,10,18,42,4,6,October,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
120,120,22,3,3,No Key,20,2,0.0,2,0.0,120,Josephine Moses,881-7859 Metus. Avenue,Karacabey,16494,Bursa,US,22,2019-01-22,2019,1,22,4,1,3,January,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
121,121,193,3,1,No Key,20,2,0.0,2,0.0,121,Meghan Cole,Ap #186-1028 Eu Avenue,Labrecque,97743,QC,US,193,2019-07-12,2019,7,12,28,3,6,July,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
122,122,261,3,2,No Key,20,2,0.0,2,0.0,122,Walker Holmes,"Ap #474-7229 Egestas, Av.",Galway,75863,Connacht,US,261,2019-09-18,2019,9,18,38,3,4,September,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
123,123,88,3,2,No Key,20,2,0.0,2,0.0,123,Sierra Frye,Ap #869-3464 Congue Ave,Kapolei,87379,HI,US,88,2019-03-29,2019,3,29,13,1,6,March,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
124,124,291,3,2,No Key,20,2,0.0,2,0.0,124,Alvin Vega,436-6354 Hendrerit St.,Kano,97105,Kano,US,291,2019-10-18,2019,10,18,42,4,6,October,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
125,125,232,3,3,No Key,20,2,15.0,2,0.0,125,May Rich,Ap #277-1943 Integer Road,Florianópolis,86581,SC,US,232,2019-08-20,2019,8,20,34,3,3,August,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,15.0
126,126,284,3,2,No Key,20,2,0.0,2,0.0,126,Diana Flowers,524-7720 Ultricies Ave,Hoofddorp,29213,N.,US,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
127,127,87,3,3,No Key,20,2,0.0,2,0.0,127,Denise Mooney,5331 Morbi Rd.,Berlin,63182,BE,US,87,2019-03-28,2019,3,28,13,1,5,March,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
128,128,219,3,1,No Key,20,2,0.0,2,0.0,128,Renee Raymond,Ap #145-1155 Ligula. Av.,Södertälje,99756,Stockholms län,US,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
129,129,194,3,1,No Key,20,2,0.0,2,0.0,129,Quentin Cooke,714-8916 Egestas Ave,Santiago,32116,Metropolitana de Santiago,US,194,2019-07-13,2019,7,13,28,3,7,July,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
130,130,313,3,1,No Key,20,2,0.0,2,0.0,130,Darrel Riggs,170-2307 Nunc Av.,Le Havre,63982,HA,US,313,2019-11-09,2019,11,9,45,4,7,November,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
131,131,26,3,2,No Key,20,2,0.0,2,0.0,131,Merrill Johnson,5715 Ac Avenue,Te Awamutu,68093,North Island,US,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
132,132,143,3,2,No Key,20,2,0.0,2,0.0,132,Marny Jacobs,Ap #739-2228 Aliquam St.,Bellevue,26121,NE,US,143,2019-05-23,2019,5,23,21,2,5,May,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
133,133,319,3,2,No Key,20,2,0.0,2,0.0,133,Baker Griffin,642-9067 Sem Rd.,Palagianello,26399,PUG,US,319,2019-11-15,2019,11,15,46,4,6,November,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
134,134,208,3,3,No Key,20,2,0.0,2,0.0,134,Vivian Warner,4412 Commodo Ave,Ercis,71036,Van,US,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
135,135,83,3,1,No Key,20,2,0.0,2,0.0,135,Breanna Moran,"P.O. Box 992, 6709 Magna. St.",Suwalki,82577,Podlaskie,US,83,2019-03-24,2019,3,24,13,1,1,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
136,136,105,3,1,No Key,20,2,0.0,2,0.0,136,Savannah Cash,Ap #669-8245 Ligula Rd.,Auckland,33557,NI,US,105,2019-04-15,2019,4,15,16,2,2,April,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
137,137,276,3,2,No Key,20,2,0.0,2,0.0,137,Chase Castaneda,7347 Duis Street,Märsta,99850,Stockholms län,US,276,2019-10-03,2019,10,3,40,4,5,October,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
138,138,108,3,2,No Key,20,2,0.0,2,0.0,138,Abel Jacobs,Ap #453-9462 Nascetur Rd.,Manukau,28104,NI,US,108,2019-04-18,2019,4,18,16,2,5,April,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
139,139,28,3,2,No Key,20,2,0.0,2,0.0,139,Marcia Schultz,Ap #216-722 Nulla Avenue,Fréjus,66989,PR,US,28,2019-01-28,2019,1,28,5,1,2,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
140,140,132,3,3,No Key,20,2,0.0,2,0.0,140,Aubrey Hoffman,992-4407 Convallis Rd.,Mora,75629,W,US,132,2019-05-12,2019,5,12,20,2,1,May,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
141,141,257,3,1,No Key,20,2,0.0,2,0.0,141,Calista Rutledge,Ap #890-2973 Scelerisque St.,Seilles,63936,Namen,US,257,2019-09-14,2019,9,14,37,3,7,September,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
142,142,249,3,1,No Key,20,2,0.0,2,0.0,142,Sacha Newton,9952 Blandit Rd.,Mount Gambier,80359,South Australia,US,249,2019-09-06,2019,9,6,36,3,6,September,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
143,143,155,3,3,No Key,20,2,0.0,2,0.0,143,Althea Garrett,"P.O. Box 675, 4969 Tempus Rd.",Bulandshahr,29216,UP,US,155,2019-06-04,2019,6,4,23,2,3,June,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
144,144,25,3,2,No Key,20,2,0.0,2,0.0,144,Regina Ryan,3792 Sem Rd.,Dornoch,66926,Sutherland,US,25,2019-01-25,2019,1,25,4,1,6,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
145,145,297,3,1,No Key,20,2,0.0,2,0.0,145,Dorian Guthrie,"P.O. Box 348, 1536 Sed St.",Memphis,19035,Tennessee,US,297,2019-10-24,2019,10,24,43,4,5,October,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
146,146,133,3,1,No Key,20,2,0.0,2,0.0,146,Mason Dorsey,Ap #935-8258 Porttitor Rd.,Ashburton,54736,SI,US,133,2019-05-13,2019,5,13,20,2,2,May,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
147,147,92,3,1,No Key,20,2,0.0,2,0.0,147,Shay Ewing,Ap #159-5302 Vitae Street,Essex,32979,Vermont,US,92,2019-04-02,2019,4,2,14,2,3,April,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
148,148,60,3,1,No Key,20,2,0.0,2,0.0,148,Robert Berger,1134 Vestibulum Road,Mjölby,84371,E,US,60,2019-03-01,2019,3,1,9,1,6,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
149,149,20,3,2,No Key,20,2,0.0,2,0.0,149,Keely Ellis,"P.O. Box 926, 1649 Suspendisse Avenue",Whakatane,11789,North Island,US,20,2019-01-20,2019,1,20,4,1,1,January,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
150,150,238,3,1,No Key,20,2,0.0,2,0.0,150,Kelly Harrell,"P.O. Box 567, 5635 Leo. Street",Meerut,20696,UP,US,238,2019-08-26,2019,8,26,35,3,2,August,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
151,151,170,3,2,No Key,20,2,0.0,2,0.0,151,Noelani Walsh,"P.O. Box 696, 9184 Dapibus Road",Sant'Egidio del Monte Albino,93414,Campania,US,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
152,152,136,3,2,No Key,20,2,0.0,2,0.0,152,Serina Gilliam,"P.O. Box 648, 2743 Rutrum Avenue",Istanbul,27795,Ist,US,136,2019-05-16,2019,5,16,20,2,5,May,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
153,153,170,3,3,No Key,20,2,0.0,2,0.0,153,Keith Ingram,"P.O. Box 734, 8300 Lacus. Ave",Vienna,32944,Vienna,US,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
154,154,121,3,1,No Key,20,2,0.0,2,0.0,154,Robert Farrell,103 Libero Avenue,Mauá,21717,São Paulo,US,121,2019-05-01,2019,5,1,18,2,4,May,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
155,155,92,3,2,No Key,20,2,0.0,2,0.0,155,Upton Peterson,"Ap #399-382 Eget, Av.",Vienna,39072,Vienna,US,92,2019-04-02,2019,4,2,14,2,3,April,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
156,156,96,3,3,No Key,20,2,0.0,2,0.0,156,Karen Higgins,Ap #742-4507 Arcu. St.,Evere,85552,Brussels Hoofdstedelijk Gewest,US,96,2019-04-06,2019,4,6,14,2,7,April,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
157,157,201,3,3,No Key,20,2,0.0,2,0.0,157,George Potts,"P.O. Box 328, 6780 Curabitur St.",Dublin,45254,Leinster,US,201,2019-07-20,2019,7,20,29,3,7,July,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
158,158,79,3,1,No Key,20,2,0.0,2,0.0,158,Kelly Newman,"9465 Pharetra, Av.",Kansas City,72980,Missouri,US,79,2019-03-20,2019,3,20,12,1,4,March,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
159,159,111,3,1,No Key,20,2,0.0,2,0.0,159,Walter Fletcher,1870 Laoreet Rd.,Boo,75933,AB,US,111,2019-04-21,2019,4,21,17,2,1,April,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
160,160,313,3,2,No Key,20,2,0.0,2,0.0,160,Kyra Mills,880-3210 Sodales St.,Novo Hamburgo,51092,Rio Grande do Sul,US,313,2019-11-09,2019,11,9,45,4,7,November,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
161,161,277,3,1,No Key,20,2,0.0,2,0.0,161,Glenna Franklin,6171 Aenean Street,Ikot Ekpene,70604,AK,US,277,2019-10-04,2019,10,4,40,4,6,October,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
162,162,124,3,3,No Key,20,2,0.0,2,0.0,162,Levi Forbes,7729 Varius. Rd.,Hemel Hempstead,15765,Hertfordshire,US,124,2019-05-04,2019,5,4,18,2,7,May,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
163,163,106,3,3,No Key,20,2,0.0,2,0.0,163,Ciaran Carroll,Ap #600-2298 Sit Road,Vidisha,17387,Madhya Pradesh,US,106,2019-04-16,2019,4,16,16,2,3,April,Tuesday,3,Morbi neque,1,Action,3,Ullamcorper Magna Incorporated,Century,US,LX,Bastogne,25959,No Key,Not Availabe,0.0
164,164,155,3,2,No Key,20,2,0.0,2,0.0,164,Caesar Valencia,Ap #462-2707 Fringilla Ave,Frankston,81731,Victoria,US,155,2019-06-04,2019,6,4,23,2,3,June,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
165,165,140,3,1,No Key,20,2,0.0,2,0.0,165,Myles Bates,"P.O. Box 762, 5996 Mus. Avenue",Bollnäs,47731,X,US,140,2019-05-20,2019,5,20,21,2,2,May,Tuesday,3,Morbi neque,1,Action,1,Curabitur Ltd,Century,US,ON,Whitby,81324,No Key,Not Availabe,0.0
166,166,232,3,2,No Key,20,2,0.0,2,0.0,166,Nadine Hansen,288-1816 Eu Street,Katsina,96208,Katsina,US,232,2019-08-20,2019,8,20,34,3,3,August,Tuesday,3,Morbi neque,1,Action,2,Velit Pellentesque Ultricies LLP,Century,US,MI,Flint,40101,No Key,Not Availabe,0.0
